,image,min,max,mean,median,std
45,Normal-6627,25,213,122.67702002375992,128.0,42.69113955827655
46,Normal-9514,56,152,113.08934074826536,119.0,25.947599682551562
47,Normal-987,5,254,162.25438611594154,166.0,54.26608184111585
48,Normal-1148,0,249,132.06415178802018,137.0,51.609375523459086
49,Normal-7539,14,244,122.12840688004682,126.0,55.70666624129859
50,Normal-6141,10,220,163.78617792393382,170.0,35.03936289732003
51,Normal-9272,0,239,122.60122931767704,126.0,62.668108596493006
52,Normal-10059,38,238,171.69735369570083,191.0,54.649546434105666
53,Normal-5448,0,246,139.43144918303747,151.0,67.91296249060365
54,Normal-2327,0,221,163.2950018078201,171.0,33.855655769394126
55,Normal-3039,0,230,127.26450990857596,131.0,57.34260575322896
56,Normal-4756,0,255,135.00473476696337,136.0,46.93757734158403
57,Normal-8144,0,255,129.39797868494,133.0,58.18078992912118
58,Normal-7277,36,245,163.48484013704999,174.0,60.931232447572526
59,Normal-1606,0,237,123.29126564625265,128.0,57.75531083339137
60,Normal-6169,9,245,172.34183295742153,184.0,52.13007044133595
61,Normal-5460,62,244,176.7977996246621,183.0,43.93629383542773
62,Normal-10071,57,160,109.86832182641483,111.0,25.369725191811987
63,Normal-3011,9,171,111.48776708390007,118.0,31.785436408976917
64,Normal-4018,0,224,143.2124274719788,147.0,40.97483440635279
65,Normal-3777,0,246,144.5346326681703,150.0,66.62430021611739
66,Normal-2469,9,216,114.29381381174566,116.0,51.04493669995226
67,Normal-5306,0,248,136.3743220674575,137.0,67.5444169003046
68,Normal-1160,40,254,142.50074895404694,147.0,33.508995997366306
69,Normal-777,0,255,141.65295019025154,146.0,38.37451036871862
70,Normal-8622,0,239,118.9910297687712,118.0,61.721850179622194
71,Normal-7511,5,227,127.09342125652107,130.0,49.03163280738644
72,Normal-9528,0,246,122.20132229128286,122.0,61.54019853323401
73,Normal-1174,4,255,160.95662953461544,166.0,38.501959931168535
74,Normal-763,0,255,127.37761057833026,132.0,48.174462250444904
75,Normal-8636,25,234,168.14746646924124,181.0,48.767822137696236
76,Normal-7505,0,235,121.6673094471514,117.0,53.784649225273625
77,Normal-3763,0,220,113.62161464162118,120.0,51.8942212248677
78,Normal-5312,1,233,136.56173275253525,143.0,63.05306114381482
79,Normal-5474,0,238,136.0190595891944,136.0,64.48185406753137
80,Normal-10065,0,246,121.5870250167869,124.0,60.311582626240046
81,Normal-3005,12,234,128.81930407534307,134.0,63.66702360784761
82,Normal-8150,0,242,148.92159225908645,164.0,62.86597379477555
83,Normal-7263,0,255,106.38095074120625,98.0,57.88567243475368
84,Normal-1612,0,255,107.66737831648904,102.0,62.547404736357656
85,Normal-7934,0,234,110.37530345551902,106.0,57.76694564257045
86,Normal-9919,11,243,143.04746819097468,151.0,54.64881457566922
87,Normal-2694,0,240,128.57507618670476,134.0,60.86451393318488
88,Normal-4583,8,248,135.58141216576848,145.0,57.716129343966855
89,Normal-12,9,236,125.87040512387873,123.0,61.44551916010136
90,Normal-5845,0,160,115.80356743169023,123.0,25.880481979230687
91,Normal-6394,0,245,112.28894130610699,109.0,53.30659497733237
92,Normal-6380,7,234,147.71214338596099,155.0,58.4165541499259
93,Normal-5689,0,240,136.67047743668326,145.0,62.58184665419855
94,Normal-4597,28,233,165.98706978185638,172.0,42.43758387506186
95,Normal-5851,67,223,161.4874055198774,168.0,30.975923604232342
96,Normal-2858,75,243,169.84184156608873,178.0,46.96908767837256
97,Normal-2680,8,233,126.53058659458343,124.0,55.11712172918843
98,Normal-1389,18,213,151.4295208415833,160.0,37.3959915030882
99,Normal-7920,0,240,132.9941288889654,137.0,59.12069729087679
100,Normal-2870,53,250,175.716654327577,187.0,49.20987625408776
101,Normal-7908,15,235,125.02916616449441,120.0,56.00907196913652
102,Normal-9925,0,234,131.98285153492537,138.0,62.4670388000987
103,Normal-8385,0,237,134.87384859076118,136.0,57.083407055902924
104,Normal-5879,0,243,134.95494223584305,147.0,65.44005083140166
105,Normal-8391,77,239,168.91792496685662,176.0,39.61782262352632
106,Normal-9931,0,241,118.9733647836642,117.0,58.870148829647206
107,Normal-2864,0,157,114.3417813054183,121.0,25.82237332078014
108,Normal-5138,2,225,135.56364387665502,141.0,42.14932714363311
109,Normal-2657,30,246,158.6465625591846,164.0,59.35553995383199
110,Normal-3549,0,236,159.65620426645546,166.0,49.735110578638775
111,Normal-4226,63,245,163.72192283190716,166.0,46.62397495911934
112,Normal-549,48,250,160.89821111895458,164.0,41.01101451206679
113,Normal-9702,0,233,150.77069954029716,174.0,67.43510612380915
114,Normal-6431,0,233,118.46077030354161,115.0,55.83910544247376
115,Normal-9064,15,243,158.9928375888845,163.0,43.948976784418136
116,Normal-6357,64,234,154.9013446738176,157.0,40.487918953109684
117,Normal-1438,3,233,124.56999707305314,122.0,55.5240583257275
118,Normal-7049,58,245,171.68087670666827,179.0,45.05741781458496
119,Normal-4540,68,246,179.88984349443018,182.0,39.522436089793516
120,Normal-5886,0,235,114.57812365489575,117.0,60.49809375690395
121,Normal-2131,1,225,134.12758044799503,143.0,58.13242743352515
122,Normal-4554,1,226,162.0232434014566,169.0,37.039272284318315
123,Normal-5892,62,231,174.60653225667602,186.0,42.91173746020402
124,Normal-2125,4,238,127.94511113789363,124.0,54.64084799073554
125,Normal-9070,0,237,121.1470016012121,123.0,59.58377737902148
126,Normal-6343,4,242,173.6684457912226,178.0,44.87974099004482
127,Normal-8408,0,241,125.59442847058419,129.0,58.258654916638285
128,Normal-9716,0,221,124.30593481517191,125.0,51.21621538853728
129,Normal-6425,0,189,109.92696406742309,118.0,32.782124045279005
130,Normal-2643,0,255,124.90103476179817,126.0,53.17778106785918
131,Normal-4232,7,206,116.24407293262857,119.0,49.551423861716536
132,Normal-7713,0,252,135.5298462492037,142.0,65.15452301896475
133,Normal-8420,0,236,127.00778223515435,132.0,59.97970026750877
134,Normal-575,10,251,129.51154422272344,138.0,43.451145444273294
135,Normal-1362,0,253,130.42256503848074,135.0,38.52038881029352
136,Normal-5104,1,237,112.98100928014325,108.0,59.67098401323572
137,Normal-3575,9,226,168.66062912139944,174.0,28.778098462728963
138,Normal-3213,0,237,131.9834885762986,139.0,58.68578331209553
139,Normal-5662,7,245,162.40911830030475,180.0,68.09630640501398
140,Normal-9058,0,245,132.2214321378764,142.0,61.67480384011251
141,Normal-1404,0,224,144.91613436407775,151.0,43.71590867929669
142,Normal-213,12,255,143.4199652209845,144.0,41.43003947381217
143,Normal-7075,1,247,121.41065064306744,119.0,64.2685998683569
144,Normal-8346,0,239,126.7174979769632,129.0,55.162454138651405
145,Normal-1410,4,241,126.09901689020506,125.0,55.45428843329639
146,Normal-207,0,249,139.5036242488938,143.0,43.64377634084824
147,Normal-7061,2,240,124.3649214028684,120.0,54.756914316660556
148,Normal-8352,0,242,122.37497632616518,123.0,58.09342799706349
149,Normal-4568,12,245,143.9317332690553,155.0,60.71230200419608
150,Normal-3207,52,237,161.2295070677158,169.0,50.574386562171966
151,Normal-2119,28,235,144.77994524887657,152.0,46.3913502142882
152,Normal-5676,52,236,162.63991666810145,171.0,49.21831159781143
153,Normal-5110,0,176,112.47611094850295,117.0,27.663546313345655
154,Normal-3561,33,222,163.09514298996228,172.0,32.4241387658698
155,Normal-7707,0,234,107.78187359033075,94.0,57.875509384071314
156,Normal-8434,11,218,159.63779893596873,168.0,31.90953097934494
157,Normal-561,0,239,143.08383120125342,146.0,45.590282245918345
158,Normal-1376,0,243,134.3005630068353,143.0,46.54729766353117
159,Normal-6419,0,241,131.663952066941,142.0,67.26024467984564
160,Normal-7698,0,241,116.23610130679569,124.0,45.10434087526669
161,Normal-6586,60,244,174.9362614280057,187.0,46.07207817973819
162,Normal-7840,24,215,118.63194504226855,125.0,40.79774971022926
163,Normal-4391,1,230,137.31953650935762,138.0,49.7950463960005
164,Normal-2938,62,242,177.89542191077976,187.0,46.25244493277478
165,Normal-5931,12,245,137.3824486493001,135.0,63.94983130835362
166,Normal-3398,36,240,160.62517862984453,172.0,58.37629876955424
167,Normal-2086,0,240,157.80671820388767,172.0,65.09540185834487
168,Normal-398,37,229,148.11222258569927,160.0,39.58053605768238
169,Normal-5925,5,235,117.45806718203887,111.0,54.788488607431695
170,Normal-2092,8,160,114.24343589125532,119.0,26.564652725653268
171,Normal-4385,77,221,149.65410375165717,151.0,37.31795766237783
172,Normal-9879,0,245,141.31664399717636,143.0,64.50548413521653
173,Normal-6592,75,247,162.78481775451525,170.0,39.50284149947356
174,Normal-7854,0,241,149.04566037086138,168.0,68.88574998253834
175,Normal-2904,25,247,169.6663452764243,177.0,50.62907634198051
176,Normal-9851,16,245,166.96811349666845,173.0,43.07052401805699
177,Normal-8597,8,243,180.93612368933043,191.0,41.650901470938656
178,Normal-9689,52,239,154.85921385651073,164.0,44.59011511844848
179,Normal-5919,0,218,146.10139288235396,155.0,44.05105692739329
180,Normal-9845,0,210,126.67695115442227,125.0,36.651396529876855
181,Normal-8583,46,237,157.88037396050345,164.0,50.12895044073869
182,Normal-7868,10,163,106.90404779532032,107.0,29.2147119313704
183,Normal-2910,0,236,123.33623732373754,124.0,59.257467647556894
184,Normal-4352,5,249,130.73423322601195,130.0,53.735317704435545
185,Normal-2723,0,200,118.19837812709837,122.0,42.98672604647813
186,Normal-9676,8,247,149.95755927067373,158.0,64.53755810735312
187,Normal-6545,0,249,151.0959866393485,165.0,70.03690446736519
188,Normal-7883,78,238,170.22007196845783,180.0,41.12097403941566
189,Normal-8568,2,216,106.08958179094712,95.0,52.113451197345455
190,Normal-9110,19,227,156.57371601728622,164.0,43.969810127666456
191,Normal-6223,0,234,115.9403075015926,111.0,57.246520712116734
192,Normal-2045,0,247,135.58568206470275,141.0,66.05023591364599
193,Normal-4434,17,205,113.23770251889603,112.0,43.856075836805736
194,Normal-2051,5,251,157.88483325011623,164.0,66.76100104586892
195,Normal-4420,0,235,141.47886572200892,148.0,61.468492613941585
196,Normal-7129,0,243,136.5463921075739,143.0,63.04060755770229
197,Normal-1558,0,224,108.03171432998744,114.0,50.2504592158534
198,Normal-9104,10,239,124.2507016063773,126.0,57.46109576746012
199,Normal-6237,9,252,121.79507928582497,122.0,53.71703190262926
200,Normal-9662,0,229,102.86692722232743,89.0,54.95566431729722
201,Normal-6551,0,236,135.5175358550989,138.0,51.623916380310334
202,Normal-7897,57,214,159.59697663607722,163.0,37.066809721534035
203,Normal-429,23,250,146.61858439076462,153.0,43.13561459953372
204,Normal-4346,7,246,148.42005130765654,159.0,65.02571681671445
205,Normal-3429,1,236,121.42795406415179,117.0,55.0890216781947
206,Normal-2737,1,235,136.36228715070334,140.0,46.119395624927435
207,Normal-5058,25,200,119.73585165544671,121.0,38.45802835796047
208,Normal-6579,17,235,128.65338062361187,134.0,59.48263047095566
209,Normal-1216,23,236,147.55233208794616,150.0,39.47696148673789
210,Normal-401,18,255,138.5196019352284,143.0,41.72717303254155
211,Normal-9892,0,237,121.06709595220468,123.0,59.82704500685343
212,Normal-7667,0,246,130.0404951705377,135.0,59.97573884871721
213,Normal-8554,22,200,118.68927876586147,122.0,39.89073621527114
214,Normal-3401,12,248,170.7118851259448,179.0,51.43542768478764
215,Normal-5070,0,239,113.93202596374029,108.0,62.3696091194049
216,Normal-5716,0,250,119.54255264199996,119.0,57.86953244829638
217,Normal-2079,1,237,124.56144005785025,129.0,62.71444394227606
218,Normal-3367,0,235,127.39369156867134,128.0,56.12960873903544
219,Normal-4408,38,219,164.51837950448513,172.0,36.069993267954544
220,Normal-7101,17,235,151.50718823711713,157.0,51.847346441415404
221,Normal-8232,0,156,112.47931337270364,121.0,29.493534662491303
222,Normal-367,29,252,144.67660680773403,149.0,46.01625192198365
223,Normal-1570,7,209,113.26605946867306,125.0,58.13236093555383
224,Normal-7115,0,247,139.6233019403936,146.0,67.56924639358677
225,Normal-8226,1,241,128.75472185396256,131.0,62.9490448840383
226,Normal-373,0,255,127.19197327869699,128.0,51.123663047209895
227,Normal-1564,9,243,164.3329660301992,175.0,51.351996324940856
228,Normal-9138,0,217,138.55038652915755,145.0,39.54475857230912
229,Normal-5702,0,236,107.09805271947798,102.0,54.80455931704917
230,Normal-3373,23,236,134.79387407241612,138.0,49.52794784580127
231,Normal-3415,0,237,124.53645770561802,129.0,65.06204550668402
232,Normal-5064,88,230,166.38869854169178,175.0,34.57035128383854
233,Normal-1202,26,248,145.81952790069042,151.0,35.14245000493796
234,Normal-9886,4,236,155.74415041063344,158.0,45.30421572948775
235,Normal-415,0,242,143.40183536784835,144.0,40.315625712137695
236,Normal-7673,0,249,159.79957301010657,170.0,37.633404938839796
237,Normal-8540,0,226,89.14796577193918,82.0,61.08592361231091
238,Normal-1955,58,237,153.98057884678295,157.0,41.135678453379825
239,Normal-2284,8,242,170.5688262943131,177.0,46.78783328219911
240,Normal-4193,66,208,166.44642826397617,175.0,30.66060924890737
241,Normal-3824,57,175,133.901654585837,142.0,30.548012685401755
242,Normal-8971,0,192,126.47657581653209,134.0,33.96084305380583
243,Normal-6784,2,241,135.08711971212617,140.0,38.81303074254641
244,Normal-824,37,252,142.15397462164907,148.0,43.35890205291591
245,Normal-8965,0,217,125.42425233725315,124.0,41.862823360598796
246,Normal-6790,0,240,112.91727070814896,106.0,53.2518610438393
247,Normal-830,1,254,132.53155076531053,136.0,47.780734385525946
248,Normal-6948,6,231,128.4787279833336,131.0,58.20806578126049
249,Normal-4187,0,235,122.2906458222138,125.0,59.10497315296113
250,Normal-3830,44,245,172.22551264613213,184.0,50.237503145122325
251,Normal-5299,43,234,167.93596873332072,177.0,45.58114967495511
252,Normal-2290,59,243,160.60374304850123,158.0,51.53320218660593
253,Normal-4839,0,235,124.27723351870664,122.0,58.03644417575848
254,Normal-1941,0,240,183.82885969594187,195.0,43.00896206308402
255,Normal-1799,9,242,133.28792548337665,141.0,62.867910201135174
256,Normal-4811,0,240,122.7645701692464,115.0,56.122092874328864
257,Normal-1969,0,236,120.30726054992166,124.0,57.77879534434267
258,Normal-818,37,254,176.74532118937347,188.0,50.95120328797993
259,Normal-8795,0,253,131.84335669151702,137.0,56.704600025405725
260,Normal-6960,1,220,117.73395774866135,120.0,49.401946488502695
261,Normal-3818,39,226,139.1419397048949,144.0,45.119140590909744
262,Normal-8959,67,244,167.13445016442554,173.0,41.66746904889039
263,Normal-8781,0,241,132.5713228078029,135.0,61.25228490606041
264,Normal-6974,40,239,163.54387837674972,169.0,49.43359013649636
265,Normal-4805,75,243,170.13398529639642,174.0,45.45843105692859
266,Normal-4636,0,190,114.4131127218884,118.0,24.24057077481825
267,Normal-3159,1,224,132.35738021039583,137.0,50.81331102084135
268,Normal-2247,0,197,83.14820681462096,98.0,68.56809803176749
269,Normal-10139,7,244,148.08250546650368,157.0,62.78865055692582
270,Normal-5528,2,248,146.9190096589246,152.0,62.80630128055069
271,Normal-6021,6,237,120.61467605585304,123.0,56.32584324485234
272,Normal-9312,5,242,138.13928823539538,149.0,67.73132050472677
273,Normal-159,24,253,164.1846903462406,171.0,38.118984818718815
274,Normal-1996,58,237,156.5025567741602,160.0,38.773196760260156
275,Normal-7459,12,245,155.44190010502575,174.0,62.29274808187789
276,Normal-1028,12,255,134.6584769545979,139.0,43.43080317586595
277,Normal-6747,12,246,128.82081920077133,128.0,66.47312361945168
278,Normal-9474,0,230,126.83741671114478,126.0,45.538460415055695
279,Normal-2521,36,238,156.1014445343572,162.0,49.62509300789758
280,Normal-4150,0,237,119.74967717497977,120.0,58.46961327029162
281,Normal-2535,48,245,184.88254334463937,199.0,51.86081864410837
282,Normal-4144,79,245,172.41665949277734,179.0,36.45603549573041
283,Normal-6753,0,241,123.0243797455278,129.0,61.618358897087106
284,Normal-9460,46,252,156.2131506000241,162.0,49.87945131166436
285,Normal-6035,52,252,166.5058625023674,171.0,39.26588097162885
286,Normal-9306,0,243,121.42533702932113,114.0,62.610771584536245
287,Normal-8018,3,246,151.89970902704843,160.0,52.03474668037284
288,Normal-1982,12,236,115.87371085208588,109.0,59.192606675102354
289,Normal-4622,0,245,119.40312666792927,119.0,56.430665601090595
290,Normal-2253,52,242,170.98073380279266,186.0,49.091319702872944
291,Normal-1772,67,244,167.45944456879187,175.0,42.738986164551
292,Normal-165,0,252,158.70911313510442,160.0,39.79086710863128
293,Normal-8030,19,241,168.20462801949003,177.0,48.07107559304421
294,Normal-7303,50,246,178.00711075911227,190.0,50.01986314762308
295,Normal-3165,0,245,185.55887467502282,194.0,42.40409467890154
296,Normal-5514,8,250,174.05414851672663,185.0,43.79108599001587
297,Normal-10105,0,230,118.81772008057713,118.0,56.20943038091616
298,Normal-5272,2,230,149.30243969628623,158.0,43.14814228779271
299,Normal-3603,52,241,167.05924484771268,172.0,47.51170396920734
300,Normal-8756,9,234,156.65157280349857,164.0,49.936306925737476
301,Normal-7465,19,244,178.32099998278267,180.0,37.72830133948245
302,Normal-603,0,247,150.58654293142337,155.0,42.06274050230603
303,Normal-1014,66,251,172.07282932456397,181.0,42.166946478899426
304,Normal-9448,0,236,138.00304746819097,148.0,57.81651651389285
305,Normal-8742,8,221,131.12410254644377,138.0,39.34089372120528
306,Normal-7471,0,229,138.62848435805168,149.0,58.61533327325335
307,Normal-617,10,252,148.80616724918647,154.0,42.22080740258037
308,Normal-1000,23,224,130.21058521719667,133.0,32.70692854338842
309,Normal-5266,6,229,127.45770561801622,130.0,58.054112046566004
310,Normal-2509,0,206,113.96387803240302,116.0,48.092996904284824
311,Normal-3617,0,231,125.62319863638712,131.0,57.045751611622435
312,Normal-4178,7,231,162.40336771061104,165.0,39.69564655373281
313,Normal-3171,0,241,141.62516141251012,154.0,67.528738176125
314,Normal-5500,0,238,112.69518431156489,108.0,56.93788596773159
315,Normal-10111,0,255,135.93032144763347,143.0,64.85996334391021
316,Normal-6009,0,236,121.3053494258019,119.0,63.56272110764108
317,Normal-1766,0,235,130.9480208674093,137.0,54.209152564958046
318,Normal-171,0,251,124.44868373478418,125.0,45.335460673228035
319,Normal-8024,0,207,122.74680188013292,130.0,45.020692672290664
320,Normal-7317,1,210,109.55832372032162,113.0,46.99846317729062
321,Normal-4179,0,250,142.55560338148447,145.0,74.33608055546517
322,Normal-3616,1,234,109.73554174342728,104.0,56.922627597806304
323,Normal-2508,6,241,126.16062051273222,123.0,63.93358175889533
324,Normal-5267,0,255,124.60730703672458,125.0,62.11968955124097
325,Normal-1001,0,217,110.35066544997504,114.0,49.89464753491153
326,Normal-616,0,247,140.64036431879617,148.0,45.67167760728864
327,Normal-7470,10,231,116.85711334171243,111.0,55.706595903126704
328,Normal-8743,6,236,130.7022089840051,142.0,58.80078337860556
329,Normal-7316,7,241,164.5466675849245,177.0,52.05446000074769
330,Normal-8025,1,245,125.3273531791808,124.0,64.53654308795362
331,Normal-170,5,217,134.71723971694703,137.0,37.6656832355143
332,Normal-1767,0,238,138.06528813209138,138.0,62.112359654103
333,Normal-6008,0,219,118.94347549112446,122.0,56.18277968881919
334,Normal-10110,2,215,161.37630206091492,173.0,35.62789551212505
335,Normal-5501,21,246,181.63030939549938,189.0,37.32935520051616
336,Normal-3170,24,238,152.88287047399322,177.0,63.23099323646802
337,Normal-10104,0,245,149.11514953254937,164.0,62.78099072657551
338,Normal-5515,1,242,134.16778292384774,145.0,62.07241685374123
339,Normal-3164,0,228,107.07876930493622,102.0,57.48104798455543
340,Normal-7302,0,190,82.3507515366471,78.0,39.83516001358458
341,Normal-8031,51,216,163.28241593636474,171.0,33.65682469135913
342,Normal-164,0,231,121.56799986226133,120.0,48.76368385115668
343,Normal-1773,0,252,76.15705652450887,68.0,60.54692181892145
344,Normal-9449,44,248,165.54465315679826,171.0,56.09950686882851
345,Normal-1015,20,246,135.33615123706548,141.0,39.955096303457665
346,Normal-602,0,255,138.6191181281314,145.0,43.53372021674333
347,Normal-7464,0,247,140.0556292074861,140.0,62.4703545003999
348,Normal-8757,28,239,147.25567741602245,153.0,54.08211768302496
349,Normal-3602,4,226,144.73306244727192,151.0,45.8830000400336
350,Normal-5273,5,237,133.76968371756683,135.0,58.48201583552442
351,Normal-9461,1,255,128.37244537800657,135.0,48.78583644389069
352,Normal-6752,0,210,118.94746991270812,120.0,44.744678309174446
353,Normal-4145,48,237,178.09014996298274,194.0,51.132371132932
354,Normal-2534,20,247,183.15128871748075,199.0,48.0970123267161
355,Normal-2252,7,245,141.40353988395518,143.0,53.66626281509805
356,Normal-4623,2,232,115.58909109691638,118.0,55.191859687863456
357,Normal-8019,9,224,155.62182124963414,161.0,35.668207711755294
358,Normal-1983,42,243,183.1892012878566,196.0,41.69680905106145
359,Normal-9307,0,239,116.93250804910383,111.0,58.3509114506888
360,Normal-6034,0,233,116.22330882732736,115.0,57.182717543230275
361,Normal-1997,46,244,165.31831407861435,177.0,49.40589080881692
362,Normal-158,70,249,164.08433050395138,166.0,37.81199259213952
363,Normal-9313,0,246,130.59380864654534,131.0,65.81924949954178
364,Normal-6020,0,239,131.8452850329712,137.0,59.6558895109515
365,Normal-5529,7,230,129.02238253473598,130.0,58.621090104761684
366,Normal-10138,0,230,130.5598388457499,137.0,48.33544582482774
367,Normal-2246,3,229,127.27912742549198,123.0,51.54650835056195
368,Normal-3158,0,238,111.92407155524182,105.0,55.09463023381241
369,Normal-4637,4,232,154.46915514540038,160.0,38.03619059211613
370,Normal-4151,60,237,174.8080095039686,190.0,45.2805673858637
371,Normal-2520,0,246,139.4494412974983,145.0,56.622828049569904
372,Normal-9475,31,245,149.14221518224548,151.0,53.664449411808825
373,Normal-6746,0,240,123.74034537972831,127.0,55.84854107407039
374,Normal-1029,33,255,149.97747972658874,154.0,34.94947284533056
375,Normal-7458,1,196,88.43546082195554,86.0,53.65695374823965
376,Normal-6975,15,232,115.65422427299805,110.0,52.53032106038072
377,Normal-8780,35,238,151.5864740620857,158.0,52.77738940092085
378,Normal-8958,0,243,137.57142611180936,141.0,61.58271240162166
379,Normal-4804,1,242,128.37230763933127,132.0,61.04699456586275
380,Normal-1968,0,216,109.0822644238219,110.0,49.82420723780727
381,Normal-4810,0,238,111.49222637351285,104.0,60.13462350136766
382,Normal-3819,0,238,134.49768426852154,141.0,58.429123727704244
383,Normal-6961,14,220,136.37056868855564,134.0,46.52788649685877
384,Normal-8794,1,246,139.842771302147,148.0,60.79975311588318
385,Normal-819,12,244,121.97933919870526,127.0,40.38406618826306
386,Normal-5298,8,212,113.9112962931079,111.0,47.13014733339223
387,Normal-3831,29,228,128.93087240233467,138.0,39.24770594581088
388,Normal-4186,0,195,122.22234465660027,126.0,39.72195304676011
389,Normal-6949,2,218,153.91642705876276,160.0,40.59716607562738
390,Normal-831,8,249,130.85015753860986,140.0,48.626232733201704
391,Normal-6791,61,243,175.60963137687023,192.0,48.24771478805731
392,Normal-8964,0,238,98.98312701227596,93.0,66.666582433391
393,Normal-1798,0,234,117.94159880167352,117.0,53.060043262596906
394,Normal-1940,0,255,79.57309619324737,77.0,73.02119275018586
395,Normal-4838,29,201,123.80373960503435,126.0,33.695009908520284
396,Normal-2291,16,246,125.54151960193524,123.0,51.42988304528625
397,Normal-2285,0,237,122.89729860023071,120.0,62.037519157932024
398,Normal-1954,0,245,138.59224186911382,149.0,65.31590112966043
399,Normal-825,27,251,140.9618808216112,148.0,41.65201189545081
400,Normal-6785,0,155,112.40872230161327,121.0,30.282946360895288
401,Normal-8970,0,233,135.59957645357346,139.0,52.314312108805524
402,Normal-3825,0,240,126.17048604535046,129.0,56.13573987904702
403,Normal-4192,0,232,114.59680446273308,119.0,59.26112315622647
404,Normal-3372,19,236,138.8946299133968,139.0,50.989365015581825
405,Normal-5703,0,238,121.3880270656497,122.0,58.07456754585002
406,Normal-9139,0,247,124.41400802327783,124.0,62.78381029091787
407,Normal-1565,40,241,177.84933110655808,195.0,52.9396265713044
408,Normal-372,39,238,140.56197379521703,142.0,37.39075066530344
409,Normal-8227,27,245,182.76338217317195,192.0,42.64013579698776
410,Normal-7114,0,228,113.7668256400544,106.0,58.51512117389676
411,Normal-8541,0,179,114.7288442003409,120.0,26.155031041636192
412,Normal-7672,101,255,189.8989342469999,197.0,30.667819541920924
413,Normal-414,0,247,136.6672061431449,144.0,48.439005568937745
414,Normal-9887,2,231,144.83622871507032,161.0,61.264049791834395
415,Normal-1203,36,243,152.89468156540005,154.0,40.1835402693477
416,Normal-5065,2,245,168.5472185396257,177.0,36.57021421471082
417,Normal-3414,1,229,113.62450715380245,107.0,54.9363505787269
418,Normal-5071,21,230,140.96289664434153,138.0,43.358977308586
419,Normal-3400,7,240,125.28529123121159,125.0,51.71372153262476
420,Normal-8555,0,235,106.17739019644979,96.0,58.2583775573716
421,Normal-7666,63,247,172.02350166147278,175.0,45.621796006592085
422,Normal-9893,6,226,132.37959057178767,138.0,54.359623660748525
423,Normal-400,52,245,157.9034796232847,165.0,38.7330169529251
